Solvent 1,Solvent 2,Weights,Molar Mass,Log Conductivity (log S/cm),salt,temperature
CC1COC(=O)O1,O=C1CCCO1,"[0.45703003601396686, 0.45703003601396686]","[102.03, 86.04]",-2.75342221,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.2756521930888482, 0.2756521930888482]","[102.03, 86.04]",-4.139085047,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.34796648386827383, 0.34796648386827383]","[102.03, 86.04]",-2.856079099,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.41808467050747117, 0.41808467050747117]","[102.03, 86.04]",-2.035477013,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.43403531311307486, 0.43403531311307486]","[102.03, 86.04]",-1.784007525,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.3307075156590009, 0.3307075156590009]","[102.03, 86.04]",-2.483376626,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.3631213914811722, 0.3631213914811722]","[102.03, 86.04]",-2.432112713,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.3504001569792703, 0.3504001569792703]","[102.03, 86.04]",-2.531624334,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.34413457038240236, 0.34413457038240236]","[102.03, 86.04]",-2.83285616,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.37822913120768564, 0.37822913120768564]","[102.03, 86.04]",-2.203124129,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.32342781737971715, 0.32342781737971715]","[102.03, 86.04]",-3.091210463,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4212512848164187, 0.4212512848164187]","[102.03, 86.04]",-2.33483402,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4370629370629371, 0.4370629370629371]","[102.03, 86.04]",-4.408676093,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.41876748354243787, 0.41876748354243787]","[102.03, 86.04]",-4.389680618,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.41945604939514436, 0.41945604939514436]","[102.03, 86.04]",-2.880765635,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.3605084611335828, 0.3605084611335828]","[102.03, 86.04]",-2.740267628,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.46043483465785084, 0.46043483465785084]","[102.03, 86.04]",-2.516997847,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.40748467857608556, 0.40748467857608556]","[102.03, 86.04]",-2.898880667,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.3993610223642173, 0.3993610223642173]","[102.03, 86.04]",-2.727782687,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4464285714285714, 0.4464285714285714]","[102.03, 86.04]",-3.059842643,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.40983942491331893, 0.40983942491331893]","[102.03, 86.04]",-2.44487358,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4273504273504274, 0.4273504273504274]","[102.03, 86.04]",-2.574273995,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4259415437825313, 0.4259415437825313]","[102.03, 86.04]",-3.180677018,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4409482150416255, 0.4409482150416255]","[102.03, 86.04]",-2.513545796,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4444325929086336, 0.4444325929086336]","[102.03, 86.04]",-2.736319503,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.45577604988013093, 0.45577604988013093]","[102.03, 86.04]",-2.746963448,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.4025700069242041, 0.4025700069242041]","[102.03, 86.04]",-2.935079874,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.43253717657032625, 0.43253717657032625]","[102.03, 88.02]",-2.314069203,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.3885215202070043, 0.3885215202070043]","[102.03, 88.02]",-2.443792719,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.45209591666968063, 0.45209591666968063]","[102.03, 88.02]",-4.398229301,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.45703003601396686, 0.45703003601396686]","[102.03, 88.02]",-2.768913861,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.2756521930888482, 0.2756521930888482]","[102.03, 88.02]",-4.125422226,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.34796648386827383, 0.34796648386827383]","[102.03, 88.02]",-2.889754021,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.41808467050747117, 0.41808467050747117]","[102.03, 88.02]",-2.063364002,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.43403531311307486, 0.43403531311307486]","[102.03, 88.02]",-1.843179853,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.3307075156590009, 0.3307075156590009]","[102.03, 88.02]",-2.51458868,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.3631213914811722, 0.3631213914811722]","[102.03, 88.02]",-2.46638429,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.3504001569792703, 0.3504001569792703]","[102.03, 88.02]",-2.564694295,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.34413457038240236, 0.34413457038240236]","[102.03, 88.02]",-2.869541947,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.37822913120768564, 0.37822913120768564]","[102.03, 88.02]",-2.228353322,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.32342781737971715, 0.32342781737971715]","[102.03, 88.02]",-3.099216194,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4212512848164187, 0.4212512848164187]","[102.03, 88.02]",-2.345260192,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4370629370629371, 0.4370629370629371]","[102.03, 88.02]",-4.491928067,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.41876748354243787, 0.41876748354243787]","[102.03, 88.02]",-4.457000052,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.41945604939514436, 0.41945604939514436]","[102.03, 88.02]",-2.920353696,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.3605084611335828, 0.3605084611335828]","[102.03, 88.02]",-2.774292057,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.46043483465785084, 0.46043483465785084]","[102.03, 88.02]",-2.59577076,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.40748467857608556, 0.40748467857608556]","[102.03, 88.02]",-2.908966529,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.3993610223642173, 0.3993610223642173]","[102.03, 88.02]",-2.783006297,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4464285714285714, 0.4464285714285714]","[102.03, 88.02]",-3.074975887,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.40983942491331893, 0.40983942491331893]","[102.03, 88.02]",-2.516503849,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4273504273504274, 0.4273504273504274]","[102.03, 88.02]",-2.595227807,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4259415437825313, 0.4259415437825313]","[102.03, 88.02]",-3.239576683,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4409482150416255, 0.4409482150416255]","[102.03, 88.02]",-2.588984744,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4444325929086336, 0.4444325929086336]","[102.03, 88.02]",-2.778264511,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.45577604988013093, 0.45577604988013093]","[102.03, 88.02]",-2.789978934,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1OCCO1,"[0.4025700069242041, 0.4025700069242041]","[102.03, 88.02]",-2.973074087,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.43253717657032625, 0.43253717657032625]","[102.03, 134.04]",-2.795247057,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.3885215202070043, 0.3885215202070043]","[102.03, 134.04]",-3.022690451,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.45209591666968063, 0.45209591666968063]","[102.03, 134.04]",-3.366701445,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.45703003601396686, 0.45703003601396686]","[102.03, 134.04]",-2.878459422,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.2756521930888482, 0.2756521930888482]","[102.03, 134.04]",-4.144706533,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.34796648386827383, 0.34796648386827383]","[102.03, 134.04]",-3.133513286,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.41808467050747117, 0.41808467050747117]","[102.03, 134.04]",-2.655909128,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.43403531311307486, 0.43403531311307486]","[102.03, 134.04]",-2.785721652,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.3307075156590009, 0.3307075156590009]","[102.03, 134.04]",-3.285903289,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.3631213914811722, 0.3631213914811722]","[102.03, 134.04]",-3.313297913,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.3504001569792703, 0.3504001569792703]","[102.03, 134.04]",-3.381938828,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.34413457038240236, 0.34413457038240236]","[102.03, 134.04]",-3.142480607,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.37822913120768564, 0.37822913120768564]","[102.03, 134.04]",-2.970011598,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.32342781737971715, 0.32342781737971715]","[102.03, 134.04]",-3.732520733,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4212512848164187, 0.4212512848164187]","[102.03, 134.04]",-3.003423055,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4370629370629371, 0.4370629370629371]","[102.03, 134.04]",-4.081474078,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.41876748354243787, 0.41876748354243787]","[102.03, 134.04]",-4.498800348,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.41945604939514436, 0.41945604939514436]","[102.03, 134.04]",-3.606779759,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.3605084611335828, 0.3605084611335828]","[102.03, 134.04]",-3.086447316,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.46043483465785084, 0.46043483465785084]","[102.03, 134.04]",-3.559155408,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.40748467857608556, 0.40748467857608556]","[102.03, 134.04]",-3.108470122,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.3993610223642173, 0.3993610223642173]","[102.03, 134.04]",-3.28505296,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4464285714285714, 0.4464285714285714]","[102.03, 134.04]",-3.092483583,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.40983942491331893, 0.40983942491331893]","[102.03, 134.04]",-3.15894438,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4273504273504274, 0.4273504273504274]","[102.03, 134.04]",-3.106200106,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4259415437825313, 0.4259415437825313]","[102.03, 134.04]",-3.142476453,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4409482150416255, 0.4409482150416255]","[102.03, 134.04]",-3.5826967,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4444325929086336, 0.4444325929086336]","[102.03, 134.04]",-3.558512617,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.45577604988013093, 0.45577604988013093]","[102.03, 134.04]",-3.513445186,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(C(C)CCC1)=O,"[0.4025700069242041, 0.4025700069242041]","[102.03, 134.04]",-3.65407107,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.43253717657032625, 0.43253717657032625]","[102.03, 120.02]",-2.636571118,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.3885215202070043, 0.3885215202070043]","[102.03, 120.02]",-2.854866505,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.45209591666968063, 0.45209591666968063]","[102.03, 120.02]",-3.323850773,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.45703003601396686, 0.45703003601396686]","[102.03, 120.02]",-2.663868871,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.2756521930888482, 0.2756521930888482]","[102.03, 120.02]",-3.954671528,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.34796648386827383, 0.34796648386827383]","[102.03, 120.02]",-2.983206827,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.41808467050747117, 0.41808467050747117]","[102.03, 120.02]",-2.547593962,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.43403531311307486, 0.43403531311307486]","[102.03, 120.02]",-2.67327352,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.3307075156590009, 0.3307075156590009]","[102.03, 120.02]",-3.204722693,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.3631213914811722, 0.3631213914811722]","[102.03, 120.02]",-3.224160689,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.3504001569792703, 0.3504001569792703]","[102.03, 120.02]",-3.295924471,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.34413457038240236, 0.34413457038240236]","[102.03, 120.02]",-2.993829707,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.37822913120768564, 0.37822913120768564]","[102.03, 120.02]",-2.85033834,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.32342781737971715, 0.32342781737971715]","[102.03, 120.02]",-3.59281416,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4212512848164187, 0.4212512848164187]","[102.03, 120.02]",-2.900016713,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4370629370629371, 0.4370629370629371]","[102.03, 120.02]",-4.040049324,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.41876748354243787, 0.41876748354243787]","[102.03, 120.02]",-4.459108962,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.41945604939514436, 0.41945604939514436]","[102.03, 120.02]",-3.425593099,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.3605084611335828, 0.3605084611335828]","[102.03, 120.02]",-2.930723496,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.46043483465785084, 0.46043483465785084]","[102.03, 120.02]",-3.360267754,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.40748467857608556, 0.40748467857608556]","[102.03, 120.02]",-3.008443437,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.3993610223642173, 0.3993610223642173]","[102.03, 120.02]",-3.097539568,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4464285714285714, 0.4464285714285714]","[102.03, 120.02]",-2.882870392,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.40983942491331893, 0.40983942491331893]","[102.03, 120.02]",-2.966510593,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4273504273504274, 0.4273504273504274]","[102.03, 120.02]",-2.905543851,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4259415437825313, 0.4259415437825313]","[102.03, 120.02]",-2.942481829,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4409482150416255, 0.4409482150416255]","[102.03, 120.02]",-3.392226443,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4444325929086336, 0.4444325929086336]","[102.03, 120.02]",-3.366537224,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.45577604988013093, 0.45577604988013093]","[102.03, 120.02]",-3.316569869,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=S1(CCCC1)=O,"[0.4025700069242041, 0.4025700069242041]","[102.03, 120.02]",-3.480178368,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.43253717657032625, 0.43253717657032625]","[102.03, 380.22]",-2.870775903,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.3885215202070043, 0.3885215202070043]","[102.03, 380.22]",-4.280028839,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.45209591666968063, 0.45209591666968063]","[102.03, 380.22]",-4.680730971,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.45703003601396686, 0.45703003601396686]","[102.03, 380.22]",-3.697910479,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.2756521930888482, 0.2756521930888482]","[102.03, 380.22]",-6.024928296,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.34796648386827383, 0.34796648386827383]","[102.03, 380.22]",-4.431899625,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.41808467050747117, 0.41808467050747117]","[102.03, 380.22]",-2.838836648,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.43403531311307486, 0.43403531311307486]","[102.03, 380.22]",-3.043270428,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.3307075156590009, 0.3307075156590009]","[102.03, 380.22]",-4.410936763,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.3631213914811722, 0.3631213914811722]","[102.03, 380.22]",-4.244013584,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.3504001569792703, 0.3504001569792703]","[102.03, 380.22]",-4.280299574,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.34413457038240236, 0.34413457038240236]","[102.03, 380.22]",-4.394615255,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.37822913120768564, 0.37822913120768564]","[102.03, 380.22]",-3.172929116,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.32342781737971715, 0.32342781737971715]","[102.03, 380.22]",-4.438627934,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4212512848164187, 0.4212512848164187]","[102.03, 380.22]",-3.804618446,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4370629370629371, 0.4370629370629371]","[102.03, 380.22]",-4.614590901,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.41876748354243787, 0.41876748354243787]","[102.03, 380.22]",-4.450196308,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.41945604939514436, 0.41945604939514436]","[102.03, 380.22]",-4.814788094,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.3605084611335828, 0.3605084611335828]","[102.03, 380.22]",-4.406248976,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.46043483465785084, 0.46043483465785084]","[102.03, 380.22]",-3.692468492,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.40748467857608556, 0.40748467857608556]","[102.03, 380.22]",-3.660980808,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.3993610223642173, 0.3993610223642173]","[102.03, 380.22]",-4.273715904,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4464285714285714, 0.4464285714285714]","[102.03, 380.22]",-4.024287235,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.40983942491331893, 0.40983942491331893]","[102.03, 380.22]",-3.925144703,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4273504273504274, 0.4273504273504274]","[102.03, 380.22]",-3.888975462,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4259415437825313, 0.4259415437825313]","[102.03, 380.22]",-3.809306084,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4409482150416255, 0.4409482150416255]","[102.03, 380.22]",-3.658941472,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4444325929086336, 0.4444325929086336]","[102.03, 380.22]",-4.725018539,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.45577604988013093, 0.45577604988013093]","[102.03, 380.22]",-4.770923614,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,OCCOC(NCCCOCCOCCOCCCNC(CCO)=O)=O,"[0.4025700069242041, 0.4025700069242041]","[102.03, 380.22]",-4.816365475,F[P-](F)(F)(F)(F)F.[Li+],20
CCOC(OC)=O,COC(OC)=O,"[0.43253717657032625, 0.43253717657032625]","[104.05, 90.03]",-1.688888182,F[P-](F)(F)(F)(F)F.[Li+],20
