Solvent 1,Solvent 2,Weights,Molar Mass,Log Conductivity (log S/cm),salt,temperature
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3885215202070043, 0.3885215202070043]","[102.03, 408.06]",-3.192363107,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.45209591666968063, 0.45209591666968063]","[102.03, 408.06]",-3.474756112,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.45703003601396686, 0.45703003601396686]","[102.03, 408.06]",-3.1533582,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.2756521930888482, 0.2756521930888482]","[102.03, 408.06]",-4.400944954,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.34796648386827383, 0.34796648386827383]","[102.03, 408.06]",-3.287599941,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.41808467050747117, 0.41808467050747117]","[102.03, 408.06]",-2.848836468,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.43403531311307486, 0.43403531311307486]","[102.03, 408.06]",-2.986010301,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3307075156590009, 0.3307075156590009]","[102.03, 408.06]",-3.585040742,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3631213914811722, 0.3631213914811722]","[102.03, 408.06]",-3.561185991,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3504001569792703, 0.3504001569792703]","[102.03, 408.06]",-3.635188784,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.34413457038240236, 0.34413457038240236]","[102.03, 408.06]",-3.308193269,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.37822913120768564, 0.37822913120768564]","[102.03, 408.06]",-3.204659052,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.32342781737971715, 0.32342781737971715]","[102.03, 408.06]",-3.889066548,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4212512848164187, 0.4212512848164187]","[102.03, 408.06]",-3.256766767,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4370629370629371, 0.4370629370629371]","[102.03, 408.06]",-3.97217685,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.41876748354243787, 0.41876748354243787]","[102.03, 408.06]",-4.408991925,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.41945604939514436, 0.41945604939514436]","[102.03, 408.06]",-3.82041243,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3605084611335828, 0.3605084611335828]","[102.03, 408.06]",-3.243885887,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.46043483465785084, 0.46043483465785084]","[102.03, 408.06]",-3.760232969,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.40748467857608556, 0.40748467857608556]","[102.03, 408.06]",-3.384761884,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.3993610223642173, 0.3993610223642173]","[102.03, 408.06]",-3.525264046,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4464285714285714, 0.4464285714285714]","[102.03, 408.06]",-3.361005636,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.40983942491331893, 0.40983942491331893]","[102.03, 408.06]",-3.40545861,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4273504273504274, 0.4273504273504274]","[102.03, 408.06]",-3.363247317,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4259415437825313, 0.4259415437825313]","[102.03, 408.06]",-3.39867571,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4409482150416255, 0.4409482150416255]","[102.03, 408.06]",-3.781410194,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4444325929086336, 0.4444325929086336]","[102.03, 408.06]",-3.777028152,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.45577604988013093, 0.45577604988013093]","[102.03, 408.06]",-3.74162572,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(C(F)(F)F)([N-]S(=O)(C(F)(F)F)=O)=O,"[0.4025700069242041, 0.4025700069242041]","[102.03, 408.06]",-3.865294129,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.43253717657032625, 0.43253717657032625]","[102.03, 308.07]",-2.556276751,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3885215202070043, 0.3885215202070043]","[102.03, 308.07]",-2.782743128,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.45209591666968063, 0.45209591666968063]","[102.03, 308.07]",-3.182396961,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.45703003601396686, 0.45703003601396686]","[102.03, 308.07]",-2.610403775,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.2756521930888482, 0.2756521930888482]","[102.03, 308.07]",-3.923610639,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.34796648386827383, 0.34796648386827383]","[102.03, 308.07]",-2.918612095,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.41808467050747117, 0.41808467050747117]","[102.03, 308.07]",-2.471674665,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.43403531311307486, 0.43403531311307486]","[102.03, 308.07]",-2.594457586,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3307075156590009, 0.3307075156590009]","[102.03, 308.07]",-3.199719519,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3631213914811722, 0.3631213914811722]","[102.03, 308.07]",-3.218667968,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3504001569792703, 0.3504001569792703]","[102.03, 308.07]",-3.290624009,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.34413457038240236, 0.34413457038240236]","[102.03, 308.07]",-2.929945857,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.37822913120768564, 0.37822913120768564]","[102.03, 308.07]",-2.789665921,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.32342781737971715, 0.32342781737971715]","[102.03, 308.07]",-3.532774147,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4212512848164187, 0.4212512848164187]","[102.03, 308.07]",-2.893643994,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4370629370629371, 0.4370629370629371]","[102.03, 308.07]",-3.903297837,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.41876748354243787, 0.41876748354243787]","[102.03, 308.07]",-4.328083102,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.41945604939514436, 0.41945604939514436]","[102.03, 308.07]",-3.347727777,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3605084611335828, 0.3605084611335828]","[102.03, 308.07]",-2.863800002,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.46043483465785084, 0.46043483465785084]","[102.03, 308.07]",-3.273477688,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.40748467857608556, 0.40748467857608556]","[102.03, 308.07]",-3.002278998,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.3993610223642173, 0.3993610223642173]","[102.03, 308.07]",-3.050820138,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4464285714285714, 0.4464285714285714]","[102.03, 308.07]",-2.830645186,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.40983942491331893, 0.40983942491331893]","[102.03, 308.07]",-2.918566404,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4273504273504274, 0.4273504273504274]","[102.03, 308.07]",-2.855551574,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4259415437825313, 0.4259415437825313]","[102.03, 308.07]",-2.892653625,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4409482150416255, 0.4409482150416255]","[102.03, 308.07]",-3.279011056,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4444325929086336, 0.4444325929086336]","[102.03, 308.07]",-3.284034405,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.45577604988013093, 0.45577604988013093]","[102.03, 308.07]",-3.231961107,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,C[N+]1(CCC)CCCC1.O=S(F)([N-]S(=O)(F)=O)=O,"[0.4025700069242041, 0.4025700069242041]","[102.03, 308.07]",-3.405446891,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.43253717657032625, 0.43253717657032625]","[102.03, 83.95]",-2.246351455,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.3885215202070043, 0.3885215202070043]","[102.03, 83.95]",-3.461234073,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.45209591666968063, 0.45209591666968063]","[102.03, 83.95]",-4.018563685,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.45703003601396686, 0.45703003601396686]","[102.03, 83.95]",-2.873436073,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.2756521930888482, 0.2756521930888482]","[102.03, 83.95]",-5.456115239,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.34796648386827383, 0.34796648386827383]","[102.03, 83.95]",-3.581108045,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.41808467050747117, 0.41808467050747117]","[102.03, 83.95]",-2.233982226,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.43403531311307486, 0.43403531311307486]","[102.03, 83.95]",-2.154672591,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.3307075156590009, 0.3307075156590009]","[102.03, 83.95]",-3.855418773,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.3631213914811722, 0.3631213914811722]","[102.03, 83.95]",-3.657472534,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.3504001569792703, 0.3504001569792703]","[102.03, 83.95]",-3.699382088,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.34413457038240236, 0.34413457038240236]","[102.03, 83.95]",-3.545394232,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.37822913120768564, 0.37822913120768564]","[102.03, 83.95]",-2.617717315,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.32342781737971715, 0.32342781737971715]","[102.03, 83.95]",-3.810976924,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4212512848164187, 0.4212512848164187]","[102.03, 83.95]",-3.097465098,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4370629370629371, 0.4370629370629371]","[102.03, 83.95]",-3.782537636,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.41876748354243787, 0.41876748354243787]","[102.03, 83.95]",-3.474182303,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.41945604939514436, 0.41945604939514436]","[102.03, 83.95]",-4.114962676,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.3605084611335828, 0.3605084611335828]","[102.03, 83.95]",-3.524792003,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.46043483465785084, 0.46043483465785084]","[102.03, 83.95]",-2.26580755,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.40748467857608556, 0.40748467857608556]","[102.03, 83.95]",-3.17593553,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.3993610223642173, 0.3993610223642173]","[102.03, 83.95]",-3.273022705,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4464285714285714, 0.4464285714285714]","[102.03, 83.95]",-3.051851747,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.40983942491331893, 0.40983942491331893]","[102.03, 83.95]",-2.93463127,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4273504273504274, 0.4273504273504274]","[102.03, 83.95]",-2.910486796,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4259415437825313, 0.4259415437825313]","[102.03, 83.95]",-2.87998325,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4409482150416255, 0.4409482150416255]","[102.03, 83.95]",-2.297555436,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4444325929086336, 0.4444325929086336]","[102.03, 83.95]",-3.993377217,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.45577604988013093, 0.45577604988013093]","[102.03, 83.95]",-4.015467521,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,ClCCl,"[0.4025700069242041, 0.4025700069242041]","[102.03, 83.95]",-4.139543293,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.43253717657032625, 0.43253717657032625]","[102.03, 324.13]",-2.084559028,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3885215202070043, 0.3885215202070043]","[102.03, 324.13]",-2.398098074,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.45209591666968063, 0.45209591666968063]","[102.03, 324.13]",-3.550237932,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.45703003601396686, 0.45703003601396686]","[102.03, 324.13]",-2.351267679,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.2756521930888482, 0.2756521930888482]","[102.03, 324.13]",-3.763650455,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.34796648386827383, 0.34796648386827383]","[102.03, 324.13]",-2.848828754,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.41808467050747117, 0.41808467050747117]","[102.03, 324.13]",-1.841522216,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.43403531311307486, 0.43403531311307486]","[102.03, 324.13]",-1.47539748,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3307075156590009, 0.3307075156590009]","[102.03, 324.13]",-2.475693106,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3631213914811722, 0.3631213914811722]","[102.03, 324.13]",-2.423676774,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3504001569792703, 0.3504001569792703]","[102.03, 324.13]",-2.523483311,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.34413457038240236, 0.34413457038240236]","[102.03, 324.13]",-2.82906736,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.37822913120768564, 0.37822913120768564]","[102.03, 324.13]",-1.968626209,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.32342781737971715, 0.32342781737971715]","[102.03, 324.13]",-3.043200111,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4212512848164187, 0.4212512848164187]","[102.03, 324.13]",-2.199958093,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4370629370629371, 0.4370629370629371]","[102.03, 324.13]",-3.898757211,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.41876748354243787, 0.41876748354243787]","[102.03, 324.13]",-3.834912525,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.41945604939514436, 0.41945604939514436]","[102.03, 324.13]",-2.871020083,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3605084611335828, 0.3605084611335828]","[102.03, 324.13]",-2.731891918,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.46043483465785084, 0.46043483465785084]","[102.03, 324.13]",-1.968108179,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.40748467857608556, 0.40748467857608556]","[102.03, 324.13]",-2.768412742,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.3993610223642173, 0.3993610223642173]","[102.03, 324.13]",-2.271146583,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4464285714285714, 0.4464285714285714]","[102.03, 324.13]",-2.467199609,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.40983942491331893, 0.40983942491331893]","[102.03, 324.13]",-2.077998797,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4273504273504274, 0.4273504273504274]","[102.03, 324.13]",-2.062132717,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4259415437825313, 0.4259415437825313]","[102.03, 324.13]",-2.527740889,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4409482150416255, 0.4409482150416255]","[102.03, 324.13]",-1.987885891,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4444325929086336, 0.4444325929086336]","[102.03, 324.13]",-2.725993317,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.45577604988013093, 0.45577604988013093]","[102.03, 324.13]",-2.736373501,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,FC(F)(C1=NC(C#N)=C([N-]1)C#N)F.CCCCN2C=C[N+](C)=C2,"[0.4025700069242041, 0.4025700069242041]","[102.03, 324.13]",-2.925726849,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.43253717657032625, 0.43253717657032625]","[102.03, 86.04]",-2.28521736,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.3885215202070043, 0.3885215202070043]","[102.03, 86.04]",-2.40712414,F[P-](F)(F)(F)(F)F.[Li+],20
CC1COC(=O)O1,O=C1CCCO1,"[0.45209591666968063, 0.45209591666968063]","[102.03, 86.04]",-4.382904689,F[P-](F)(F)(F)(F)F.[Li+],20
